interaction_u	projection_level	transport_dim	component_levels	tocheck	b_matrix_error	b_matrix_error_normalized	c_matrix_error	c_matrix_error_normalized	ideal_target_gate_error	ideal_target_gate_error_normalized	physical_target_gate_error_in_ideal_basis	physical_target_gate_error_in_ideal_basis_normalized	physical_target_gate_error_in_physical_basis	physical_target_gate_error_in_physical_basis_normalized	physical_vs_ideal_target_gate_error_in_ideal_basis	physical_vs_ideal_target_gate_error_in_ideal_basis_normalized	ideal_single_exchange_gamma2_to_minus_gamma3_error	ideal_single_exchange_gamma2_to_minus_gamma3_error_normalized	ideal_single_exchange_gamma3_to_gamma2_error	ideal_single_exchange_gamma3_to_gamma2_error_normalized	ideal_single_exchange_gamma1_to_gamma1_error	ideal_single_exchange_gamma1_to_gamma1_error_normalized	ideal_single_exchange_gamma0_to_gamma0_error	ideal_single_exchange_gamma0_to_gamma0_error_normalized	ideal_single_exchange_max_error	ideal_single_exchange_max_error_normalized	physical_single_exchange_in_ideal_basis_gamma2_to_minus_gamma3_error	physical_single_exchange_in_ideal_basis_gamma2_to_minus_gamma3_error_normalized	physical_single_exchange_in_ideal_basis_gamma3_to_gamma2_error	physical_single_exchange_in_ideal_basis_gamma3_to_gamma2_error_normalized	physical_single_exchange_in_ideal_basis_gamma1_to_gamma1_error	physical_single_exchange_in_ideal_basis_gamma1_to_gamma1_error_normalized	physical_single_exchange_in_ideal_basis_gamma0_to_gamma0_error	physical_single_exchange_in_ideal_basis_gamma0_to_gamma0_error_normalized	physical_single_exchange_in_ideal_basis_max_error	physical_single_exchange_in_ideal_basis_max_error_normalized	physical_single_exchange_in_physical_basis_gamma2_to_minus_gamma3_error	physical_single_exchange_in_physical_basis_gamma2_to_minus_gamma3_error_normalized	physical_single_exchange_in_physical_basis_gamma3_to_gamma2_error	physical_single_exchange_in_physical_basis_gamma3_to_gamma2_error_normalized	physical_single_exchange_in_physical_basis_gamma1_to_gamma1_error	physical_single_exchange_in_physical_basis_gamma1_to_gamma1_error_normalized	physical_single_exchange_in_physical_basis_gamma0_to_gamma0_error	physical_single_exchange_in_physical_basis_gamma0_to_gamma0_error_normalized	physical_single_exchange_in_physical_basis_max_error	physical_single_exchange_in_physical_basis_max_error_normalized	ideal_transport_single_exchange_gamma2_to_minus_gamma3_error	ideal_transport_single_exchange_gamma2_to_minus_gamma3_error_normalized	ideal_transport_single_exchange_gamma3_to_gamma2_error	ideal_transport_single_exchange_gamma3_to_gamma2_error_normalized	ideal_transport_single_exchange_gamma1_to_gamma1_error	ideal_transport_single_exchange_gamma1_to_gamma1_error_normalized	ideal_transport_single_exchange_gamma0_to_gamma0_error	ideal_transport_single_exchange_gamma0_to_gamma0_error_normalized	ideal_transport_single_exchange_max_error	ideal_transport_single_exchange_max_error_normalized	physical_transport_single_exchange_in_ideal_basis_gamma2_to_minus_gamma3_error	physical_transport_single_exchange_in_ideal_basis_gamma2_to_minus_gamma3_error_normalized	physical_transport_single_exchange_in_ideal_basis_gamma3_to_gamma2_error	physical_transport_single_exchange_in_ideal_basis_gamma3_to_gamma2_error_normalized	physical_transport_single_exchange_in_ideal_basis_gamma1_to_gamma1_error	physical_transport_single_exchange_in_ideal_basis_gamma1_to_gamma1_error_normalized	physical_transport_single_exchange_in_ideal_basis_gamma0_to_gamma0_error	physical_transport_single_exchange_in_ideal_basis_gamma0_to_gamma0_error_normalized	physical_transport_single_exchange_in_ideal_basis_max_error	physical_transport_single_exchange_in_ideal_basis_max_error_normalized	physical_transport_single_exchange_in_physical_basis_gamma2_to_minus_gamma3_error	physical_transport_single_exchange_in_physical_basis_gamma2_to_minus_gamma3_error_normalized	physical_transport_single_exchange_in_physical_basis_gamma3_to_gamma2_error	physical_transport_single_exchange_in_physical_basis_gamma3_to_gamma2_error_normalized	physical_transport_single_exchange_in_physical_basis_gamma1_to_gamma1_error	physical_transport_single_exchange_in_physical_basis_gamma1_to_gamma1_error_normalized	physical_transport_single_exchange_in_physical_basis_gamma0_to_gamma0_error	physical_transport_single_exchange_in_physical_basis_gamma0_to_gamma0_error_normalized	physical_transport_single_exchange_in_physical_basis_max_error	physical_transport_single_exchange_in_physical_basis_max_error_normalized	ideal_majorana_algebra_gamma0_square_error_normalized	ideal_majorana_algebra_gamma1_square_error_normalized	ideal_majorana_algebra_gamma2_square_error_normalized	ideal_majorana_algebra_gamma3_square_error_normalized	ideal_majorana_algebra_max_square_error_normalized	ideal_majorana_algebra_max_anticommutator_error_normalized	physical_majorana_algebra_gamma0_square_error_normalized	physical_majorana_algebra_gamma1_square_error_normalized	physical_majorana_algebra_gamma2_square_error_normalized	physical_majorana_algebra_gamma3_square_error_normalized	physical_majorana_algebra_max_square_error_normalized	physical_majorana_algebra_max_anticommutator_error_normalized
0.0	8	4	4	Both	1.2927230330722467e-15	4.570466114407136e-16	1.2866691924582602e-15	4.549062555655274e-16	2.3065028366143653e-06	1.1532514183071826e-06	0.004270836026040492	0.002135418013020246	2.306502836959927e-06	1.1532514184799636e-06	0.004270831591796757	0.0021354157958983783	0.0037164774297306184	0.0013139731963446354	5.3146064517923685e-06	1.8789971307000798e-06	0.0037164736297537974	0.0013139718528499462	1.8415496046162026e-07	6.510861066577611e-08	0.0037164774297306184	0.0013139731963446354	0.009315166017126918	0.003293408529294463	0.008541674582289377	0.0030199380099127943	0.003716473629755312	0.0013139718528504816	1.841549638319455e-07	6.510861185736603e-08	0.009315166017126918	0.003293408529294463	0.00371647742973213	0.0013139731963451697	5.314606455180798e-06	1.8789971318980705e-06	0.003716473629755312	0.0013139718528504816	1.841549638319455e-07	6.510861185736603e-08	0.00371647742973213	0.0013139731963451697	4.027515217664725e-06	2.0137576088323624e-06	3.7579934510125576e-06	1.8789967255062788e-06	0.002627943138548743	0.0013139715692743715	1.302172211818008e-07	6.51086105909004e-08	0.002627943138548743	0.0013139715692743715	0.006039876013373482	0.003019938006686741	0.006039876019824899	0.0030199380099124496	0.0026279431385488545	0.0013139715692744272	1.302172241116675e-07	6.510861205583375e-08	0.006039876019824899	0.0030199380099124496	4.0275152179922386e-06	2.0137576089961193e-06	3.75799345095344e-06	1.87899672547672e-06	0.0026279431385488545	0.0013139715692744272	1.302172241116678e-07	6.51086120558339e-08	0.0026279431385488545	0.0013139715692744272	1.363392051837862e-15	1.3625339732686696e-15	1.4328655690669051e-15	1.6659848046428265e-15	1.6659848046428265e-15	1.9821057922365494e-13	1.363392051837862e-15	1.3625339732686696e-15	1.4958932620059409e-15	1.6547515059362152e-15	1.6547515059362152e-15	1.982102950242937e-13
0.0	32	8	4	Both	6.0418831224986285	1.068064131763833	6.041883122498631	1.0680641317638335	3.261887591156869e-06	1.1532514175876372e-06	0.012079664514091716	0.004270806346186377	0.00027717254628529517	9.79952935185372e-05	0.01207965329334178	0.004270802379052192	5.6568566911677145	1.0000004316312965	5.656854249497371	1.0000000000008822	0.005255887411396346	0.0009291184074378413	2.604344471764562e-07	4.6038740913260464e-08	5.6568566911677145	1.0000004316312965	5.656929954223305	1.0000133828321511	5.656936635806338	1.000014563980319	0.015294434873735207	0.0027036996534085455	0.014368884432976601	0.0025400839051608936	5.656936635806338	1.000014563980319	5.657084336683862	1.0000406740533403	5.657060171968919	1.0000364022948898	0.015294434873735207	0.0027036996534085455	0.014368884432976601	0.0025400839051608936	5.657084336683862	1.0000406740533403	5.695766641364733e-06	2.0137576080825646e-06	5.314605303687431e-06	1.8789967247836864e-06	0.00371647282767926	0.0013139715692737739	1.8415496249648115e-07	6.510861138520808e-08	0.00371647282767926	0.0013139715692737739	0.017083229445930666	0.0060398336928916396	0.017083229832661303	0.006039833829621568	0.0037165775530621234	0.0013140085952879665	1.841321505503359e-07	6.510054614430239e-08	0.017083229832661303	0.006039833829621568	5.675536460275995e-06	2.006605158966325e-06	5.24594236464989e-06	1.8547207098788647e-06	0.0037165768595783925	0.0013140083501044422	1.8413314984791948e-07	6.510089944935128e-08	0.0037165768595783925	0.0013140083501044422	1.938227056763731e-15	1.970357305809375e-15	1.667647658372794e-15	1.9795346074878673e-15	1.9795346074878673e-15	1.7667182210572418e-13	1.938227056763731e-15	1.970357305809375e-15	0.00010814543115892101	0.0001081454311597279	0.0001081454311597279	0.00015294073545454867
0.0	56	8	4	Both	9.611134443832274	1.2843418638229458	9.611134443832276	1.2843418638229462	3.261887592175853e-06	1.1532514179479026e-06	0.04227448728270004	0.014946288314390831	0.0003850229131356443	0.00013612615639520655	0.042274449429801145	0.014946274931370082	8.944273454250435	1.1952288156936506	8.94427191000232	1.1952286093348161	0.005255887411404286	0.0007023474984618935	2.604344461527863e-07	3.4802016757784045e-08	8.944273454250435	1.1952288156936506	8.94470046739745	1.1952858777256428	8.944710460471752	1.195287213106367	0.020981005566800943	0.0028037048021773547	0.020320362568789174	0.002715422668122668	8.944710460471752	1.195287213106367	8.944506116787752	1.1952599065329854	8.944477096308326	1.1952560285082994	0.020981005566800943	0.0028037048021773547	0.020320362568789174	0.002715422668122668	8.944506116787752	1.1952599065329854	5.69576664305408e-06	2.0137576086798384e-06	5.314605305331911e-06	1.8789967253650979e-06	0.0037164728276851675	0.0013139715692758625	1.8415496162414739e-07	6.510861107679151e-08	0.0037164728276851675	0.0013139715692758625	0.059785166418233913	0.021137248294349726	0.05978516816633565	0.021137248912397023	0.003716682266714409	0.0013140456171547735	1.8411219079767904e-07	6.509348930607516e-08	0.05978516816633565	0.021137248912397023	5.655322807618189e-06	1.9994585535328832e-06	5.17646489778372e-06	1.8301567158984983e-06	0.0037166808799181964	0.0013140451268482704	1.8411418909223273e-07	6.509419580989002e-08	0.0037166808799181964	0.0013140451268482704	2.0064829372625604e-15	2.0302926359325184e-15	2.0712222838894e-15	2.0808818685464386e-15	2.0808818685464386e-15	1.595217336381878e-13	2.0064829372625604e-15	2.0302926359325184e-15	7.568018948248376e-05	7.568018948215255e-05	7.568018948248376e-05	0.00011560339897015362
0.0	80	12	4	Both	10.402310783273109	1.1630137017238875	10.402310783273112	1.163013701723888	3.994980099189699e-06	1.1532514178371852e-06	0.014794507161353207	0.00427080634606756	0.00038255861177303443	0.0001104351587439855	0.014794493418764033	0.004270802378923781	10.583007201954153	1.1832161754969666	10.583005244262367	1.1832159566203708	0.006437121151725646	0.000719692023733014	3.18965752959929e-07	3.56614553056403e-08	10.583007201954153	1.1832161754969666	10.583071735571183	1.183223390574692	10.583079531004199	1.183224262130599	0.02130783407742106	0.0023822882725200003	0.020320584844141124	0.002271910452702576	10.583079531004199	1.183224262130599	10.583217861933418	1.1832397279986553	10.583192681255934	1.1832369127133266	0.02130783407742106	0.0023822882725200003	0.020320584844141124	0.002271910452702576	10.583217861933418	1.1832397279986553	6.97586098543769e-06	2.013757608885929e-06	6.509035590693888e-06	1.8789967252259856e-06	0.0045517310353717965	0.0013139715692753403	2.255428466673512e-07	6.510861161859485e-08	0.0045517310353717965	0.0013139715692753403	0.02092259764986908	0.006039833692649072	0.02092259812351468	0.006039833829378781	0.004551902048170823	0.0013140209364181168	2.2550721840169935e-07	6.509832662421243e-08	0.02092259812351468	0.006039833829378781	6.942855034213071e-06	2.0042296114737326e-06	6.396713873414035e-06	1.8465722383723035e-06	0.004551900915738049	0.0013140206095129333	2.255088502566465e-07	6.509879770015894e-08	0.004551900915738049	0.0013140206095129333	2.080483573663431e-15	2.0829014029679997e-15	2.1017896534969757e-15	2.160168251675215e-15	2.160168251675215e-15	2.090150817119943e-13	2.080483573663431e-15	2.0829014029679997e-15	0.00010595815857153141	0.00010595815857132909	0.00010595815857153141	9.672612377861553e-05
0.0	256	16	4	Both	21.000385234839026	1.3125240771774391	21.000385234839026	1.3125240771774391	4.613005670319194e-06	1.1532514175797986e-06	0.019930363784430537	0.004982590946107634	0.0005265775192317462	0.00013164437980793655	0.01993034546391604	0.00498258636597901	21.166011793647332	1.3228757371029582	21.166010488519394	1.3228756555324621	0.007432947259509015	0.0004645592037193134	3.683099262329063e-07	2.3019370389556644e-08	21.166011793647332	1.3228757371029582	21.166072496480297	1.3228795310300185	21.166080944265644	1.3228800590166028	0.029671675474390535	0.0018544797171494085	0.02873738697283537	0.0017960866858022107	21.166080944265644	1.3228800590166028	21.16619383461511	1.3228871146634444	21.166169307205124	1.3228855817003202	0.029671675474390535	0.0018544797171494085	0.02873738697283537	0.0017960866858022107	21.16619383461511	1.3228871146634444	8.055030434475837e-06	2.0137576086189592e-06	7.515986900762636e-06	1.878996725190659e-06	0.0052558862770996475	0.0013139715692749119	2.604344473343068e-07	6.51086118335767e-08	0.0052558862770996475	0.0013139715692749119	0.028185797323524265	0.007046449330881066	0.028185798015369842	0.007046449503842461	0.005256182469840401	0.0013140456174601002	2.603752082583077e-07	6.509380206457693e-08	0.028185798015369842	0.007046449503842461	7.997871251811195e-06	1.9994678129527988e-06	7.320661324447084e-06	1.830165331111771e-06	0.005256180508489689	0.0013140451271224222	2.603780347331493e-07	6.509450868328732e-08	0.005256180508489689	0.0013140451271224222	2.4324547415589377e-15	2.429463395871874e-15	2.418613735165383e-15	2.4242338890755016e-15	2.4324547415589377e-15	2.382598721816676e-13	2.4324547415589377e-15	2.429463395871874e-15	8.441529544117879e-05	8.441529544114911e-05	8.441529544117879e-05	9.365036238741988e-05
0.0	512	16	4	Both	31.999999999999996	1.4142135623730947	32.0	1.414213562373095	4.613005669682017e-06	1.1532514174205043e-06	1.1595619364447014	0.28989048411117535	0.0006085222901354578	0.00015213057253386444	1.1595609114780077	0.2898902278695019	30.98386766123329	1.3693064331652895	30.983866769661162	1.369306393762996	0.007432947259507837	0.00032849296321249723	3.6830993207171046e-07	1.6277153159141447e-08	30.98386766123329	1.3693064331652895	31.070553378590162	1.373137436826231	31.0705586498655	1.3731376697858897	0.02967145382359505	0.0013113053878954734	0.028737157830881224	0.001270014948390263	31.0705586498655	1.3731376697858897	30.984033893815347	1.3693137796769161	30.984017138997338	1.3693130392115767	0.02967145382359505	0.0013113053878954734	0.028737157830881224	0.001270014948390263	30.984033893815347	1.3693137796769161	8.055030433626034e-06	2.0137576084065085e-06	7.515986900198292e-06	1.878996725049573e-06	0.005255886277100255	0.0013139715692750637	2.6043444944007634e-07	6.510861236001909e-08	0.005255886277100255	0.0013139715692750637	1.6398688401462296	0.4099672100365574	1.6398686324504137	0.4099671581126034	0.0052561801834455505	0.0013140450458613876	2.603685720510287e-07	6.509214301275718e-08	1.6398688401462296	0.4099672100365574	7.997715712890351e-06	1.9994289282225877e-06	7.320516602926374e-06	1.8301291507315935e-06	0.005256180503905974	0.0013140451259764936	2.6037276599671327e-07	6.509319149917832e-08	0.005256180503905974	0.0013140451259764936	2.9913431268422746e-15	2.9767903769265963e-15	2.9361229202369848e-15	2.981095502290612e-15	2.9913431268422746e-15	2.6366817603133744e-13	2.9913431268422746e-15	2.9767903769265963e-15	2.8231833510800666e-15	2.8375952226063225e-15	2.9913431268422746e-15	2.6366796929527653e-13
0.1	8	4	4	Both	2.792557942342151e-13	9.873183289432434e-14	2.794794546626877e-13	9.881090879715236e-14	1.8923041235875994e-06	9.461520617937997e-07	0.0614090281111415	0.03070451405557075	1.8923041236232882e-06	9.461520618116441e-07	0.06140899348137358	0.03070449674068679	0.0037164546321025284	0.0013139651361659267	5.314560552025719e-06	1.8789809026819535e-06	0.0037164508321680355	0.0013139637926862027	8.529442291802649e-09	3.0156132421364897e-09	0.0037164546321025284	0.0013139651361659267	0.12287429086072642	0.04344262215055393	0.12281812720140421	0.04342276529837244	0.003716450832164033	0.0013139637926847876	8.529445145098209e-09	3.0156142509288095e-09	0.12287429086072642	0.04344262215055393	0.003716454632098514	0.0013139651361645072	5.314560554508746e-06	1.8789809035598363e-06	0.003716450832164033	0.0013139637926847876	8.529445145098209e-09	3.0156142509288095e-09	0.003716454632098514	0.0013139651361645072	4.027477586885602e-06	2.013738793442801e-06	3.7579609939840995e-06	1.8789804969920498e-06	0.0026279270182321375	0.0013139635091160688	6.031219067987254e-09	3.015609533993627e-09	0.0026279270182321375	0.0013139635091160688	0.08684552801954287	0.043422764009771436	0.08684553059670033	0.043422765298350166	0.0026279270182293438	0.0013139635091146719	6.0312210964758025e-09	3.0156105482379013e-09	0.08684553059670033	0.043422765298350166	4.02747758568843e-06	2.013738792844215e-06	3.7579609952510567e-06	1.8789804976255283e-06	0.0026279270182293425	0.0013139635091146712	6.031221096478695e-09	3.0156105482393476e-09	0.0026279270182293425	0.0013139635091146712	1.103561363756116e-15	1.0759549462407656e-15	2.8555976635243798e-15	3.233010200980808e-15	3.233010200980808e-15	6.428207218917391e-12	1.103561363756116e-15	1.0759549462407656e-15	3.0218812065664473e-15	3.197565325225481e-15	3.197565325225481e-15	6.428209356209458e-12
0.1	32	8	4	Both	5.7433557444652825	1.0152914484195283	5.7433557444652825	1.0152914484195283	2.6761221686402104e-06	9.46152066364571e-07	0.14624689408602842	0.05170608526785074	0.00045098350792993234	0.00015944674833027613	0.1462468116594555	0.05170605612565641	5.65685669113776	1.0000004316260012	5.656854249497371	1.0000000000008822	0.005255855170738204	0.0009291127080408409	1.2062461653938655e-08	2.13236210832568e-09	5.65685669113776	1.0000004316260012	5.664413563062822	1.0013363104716937	5.664411159337032	1.001335885548992	0.005316277880000139	0.0009397940349050352	0.0007995714234498377	0.00014134559389109016	5.664413563062822	1.0013363104716937	5.657434347349249	1.000102547782086	5.65743183025819	1.0001021028190467	0.005316277880000139	0.0009397940349050352	0.0007995714234498377	0.00014134559389109016	5.657434347349249	1.000102547782086	5.6957134412288966e-06	2.0137387989941594e-06	5.3145594247083695e-06	1.8789805041150823e-06	0.0037164500301054815	0.0013139635091142673	8.529434845164752e-09	3.015610609352413e-09	0.0037164500301054815	0.0013139635091142673	0.20682445438656877	0.07312348710597527	0.2068244605374056	0.0731234892806245	0.0037164503596907855	0.001313963625640269	8.528241419999106e-09	3.0151886698386794e-09	0.2068244605374056	0.0731234892806245	5.695084315162943e-06	2.013516369340431e-06	5.313790182058149e-06	1.8787085357679078e-06	0.0037164503575366284	0.0013139636248786595	8.528562188591441e-09	3.0153020786620956e-09	0.0037164503575366284	0.0013139636248786595	2.120756943465012e-15	2.0819638388800456e-15	2.4648361010899233e-15	2.6396382854142983e-15	2.6396382854142983e-15	7.179938810732473e-12	2.120756943465012e-15	2.0819638388800456e-15	0.0003668650201760013	0.0003668650201760129	0.0003668650201760129	5.682345655495368e-07
0.1	56	12	4	Both	6.590000800709514	0.8806258991007478	6.590000800709514	0.8806258991007478	3.277566908951269e-06	9.461520685850124e-07	0.11515633532139996	0.03324277059835054	0.000926143483278628	0.00026735459468956677	0.11515627039048355	0.03324275185440951	8.000002589756148	1.0690453137204197	8.000000000005295	1.0690449676504052	0.006437081665144896	0.0008601912200591607	1.4773422792681659e-08	1.9741816614347086e-09	8.000002589756148	1.0690453137204197	8.003311274660248	1.069487455338703	8.003324222680327	1.0694891855906663	0.02321401068603627	0.0031021026628591723	0.022312972355951935	0.002981696351304654	8.003324222680327	1.0694891855906663	8.000107743101026	1.0690593654271914	8.000053976858206	1.069052180610777	0.02321401068603627	0.0031021026628591723	0.022312972355951935	0.002981696351304654	8.000107743101026	1.0690593654271914	6.9757958349910185e-06	2.0137388015719674e-06	6.508979408244656e-06	1.8789805067498915e-06	0.004551703114160113	0.0013139635091157995	1.0446374791733132e-08	3.0156086490314225e-09	0.004551703114160113	0.0013139635091157995	0.16285574048224813	0.0470124028032509	0.1628557453177601	0.04701240419914297	0.004551909161123205	0.001314022989750603	1.0445230016222808e-08	3.0152781808068987e-09	0.1628557453177601	0.04701240419914297	6.927569928624329e-06	1.9998171815606065e-06	6.341251596586672e-06	1.8305616581442297e-06	0.0045519077598773555	0.001314022585245769	1.0445205175788802e-08	3.0152710099912685e-09	0.0045519077598773555	0.001314022585245769	2.3382382974147315e-15	2.2836571769450796e-15	2.7003574528002957e-15	2.601420694518603e-15	2.7003574528002957e-15	6.429435942980713e-12	2.3382382974147315e-15	2.2836571769450796e-15	0.0005903232824300878	0.0005903232824297065	0.0005903232824300878	0.00044861910177591396
0.1	80	12	4	Both	10.058263831951383	1.1245480831935406	10.058263831951384	1.1245480831935408	3.2775669091133613e-06	9.461520686318044e-07	0.1901038118511275	0.054878243473111224	0.000985134660063176	0.00028438388058775254	0.1901037047098181	0.054878212544079305	10.583007201930137	1.1832161754942814	10.583005244262365	1.1832159566203706	0.006437081665142625	0.0007196876089988224	1.4773429316913253e-08	1.6517196106703158e-09	10.583007201930137	1.1832161754942814	10.589830321182463	1.1839790234176208	10.589840102615945	1.18398011701513	0.02322705998916056	0.002596864252661427	0.02232655898625654	0.002496185179846421	10.589840102615945	1.18398011701513	10.583395367682396	1.183259573744711	10.583354689828527	1.1832550258223893	0.02322705998916056	0.002596864252661427	0.02232655898625654	0.002496185179846421	10.583395367682396	1.183259573744711	6.975795835792094e-06	2.013738801803218e-06	6.508979408994037e-06	1.8789805069662193e-06	0.004551703114158409	0.0013139635091153079	1.0446381461126868e-08	3.015610574319557e-09	0.004551703114158409	0.0013139635091153079	0.26884753628109304	0.07760959872142838	0.268847544276263	0.07760960102943515	0.00455190941252375	0.0013140230623236893	1.044443852515902e-08	3.015049697017529e-09	0.268847544276263	0.07760960102943515	6.927060583011234e-06	1.999670146147191e-06	6.340635866140745e-06	1.8303839120748777e-06	0.004551908010393911	0.0013140226575636693	1.044449351120968e-08	3.0150655701231043e-09	0.004551908010393911	0.0013140226575636693	2.2367342623592136e-15	2.1972481249278972e-15	2.5686922967501024e-15	2.5148742518199745e-15	2.5686922967501024e-15	7.036806597189563e-12	2.2367342623592136e-15	2.1972481249278972e-15	0.0005823588625963259	0.0005823588625960215	0.0005823588625963259	0.00037530041229740527
